location	satisfaction
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	5
Helsinki	5
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	5
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	5
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	5
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	5
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	4
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	5
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	5
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	5
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	5
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	5
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	5
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	5
Helsinki	5
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	5
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	5
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	4
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	5
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	5
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	5
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	4
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	5
Helsinki	1
Helsinki	5
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	5
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	1
Helsinki	1
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	1
Helsinki	5
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	5
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	5
Helsinki	1
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	4
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	1
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	4
Helsinki	5
Helsinki	3
Helsinki	5
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	3
Helsinki	1
Helsinki	1
Helsinki	2
Helsinki	3
Helsinki	1
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	4
Helsinki	4
Helsinki	4
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	4
Helsinki	3
Helsinki	2
Helsinki	2
Helsinki	1
Helsinki	4
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	3
Helsinki	2
Helsinki	1
Helsinki	2
Helsinki	2
Helsinki	2
Helsinki	1
